Crop,Total_Cost_INR,Profit,Temperature_C,Rainfall_mm,Area_Hectare
Sugarcane,296333.31,2165111.69,28.5,2328.72,9.98
Cotton,326269.94,1166430.06,15.61,1763,10.03
Maize,213909.24,470270.76,32.27,687.15,7.39
Wheat,105187.02,237952.98,17.95,1968.76,4.63
Wheat,23050.41,40579.59,37.49,334.35,1.01
Rice,191078.42,475961.58,37.19,549.11,7.73
Wheat,243292.38,678607.62,20.22,365.09,9.52
Wheat,320022.79,329297.21,14.33,597.98,9.59
Maize,172694.1,357405.9,29.12,1954.41,6.07
Maize,54273.99,138326.01,24.56,2248.06,2.11
Cotton,36346.72,135803.28,16.02,913.45,1.25
Rice,33388.63,74411.37,26.88,562.08,1.14
Wheat,90755.93,200304.07,39.8,900.51,3.37
Cotton,71910.14,234439.86,13.93,1723.65,2.13
Rice,66917.56,189162.44,19.39,1070.45,2.44
Potato,199157.58,1920402.42,27.08,2414.52,8.54
Wheat,85411.68,124798.32,34.21,588.15,2.56
Wheat,215029.77,438910.23,12.53,2478.75,8.46
Maize,104173.37,230626.63,32.52,327.39,4.54
Sugarcane,308469.18,2034535.82,15.92,1293.72,9.41
Rice,64571.99,209768.01,35.26,853.99,2.33
Wheat,21144.74,50465.26,31.38,1545.83,0.77
Rice,44265.37,110394.63,24.78,512.41,1.53
Cotton,352802.14,1206447.86,35,2226.81,11.61
Cotton,144799.67,770950.33,32.53,600.36,6.69
Sugarcane,137039.14,1700215.86,33.26,1592.26,7.48
Wheat,437236.5,590293.5,20.12,373.36,11.62
Maize,312802.3,504577.7,29.34,984.18,9.42
Wheat,48501.99,88208.01,15.95,629.39,1.8
Rice,155354.02,356585.98,34.98,2451.26,5.35
Potato,285827.56,2134212.44,26.75,326.45,9.95
Cotton,258821.51,1083178.49,35.1,1075.27,8.15
Rice,83202.83,253837.17,17.91,966.11,2.98
Sugarcane,314198.79,2083791.21,15.65,1746.22,9.77
Cotton,225725.68,1072824.32,31.29,424.03,6.93
Maize,257684.9,646275.1,13.64,2083.36,9.57
Cotton,200654.01,1230995.99,18.83,1326.35,7.7
Potato,179837.49,1251762.51,37.44,1296.1,5.82
Wheat,271041.22,405788.78,15.72,798.94,8.88
Potato,385533.29,2267786.71,22.52,1378.1,10.45
Potato,186657,1168023,38.48,1100.57,5.85
Wheat,20744.04,59685.96,12.56,839.3,0.84
Cotton,223389.97,744060.03,24.47,671.07,7.32
Sugarcane,49173.6,323261.4,34.02,1902.34,1.54
Wheat,139339.66,307120.34,37.45,612.49,4.23
Wheat,215492.58,355287.42,32.6,669.56,6.82
Maize,128489.42,281190.58,36.87,1569.56,4.47
Cotton,133525.52,358174.48,12.96,797.37,3.73
Wheat,21694.05,44875.95,14.8,1310.63,0.73
Sugarcane,113345.22,769319.78,32.66,1516.42,3.6
Rice,145605.94,458074.06,33.09,903.75,4.93
Cotton,83091.5,399258.5,28.95,1055.82,3.84
Maize,240824.73,404115.27,32.45,762.46,7.73
Potato,180239.12,1795920.88,36.03,1312.93,8.16
Wheat,221960.88,576669.12,27.27,2483.28,9.47
Sugarcane,74973.44,567346.56,38.53,1097.97,2.64
Cotton,180738.96,589811.04,31.44,1737.33,7.62
Sugarcane,115768.25,1211571.75,25.22,1698.97,5.45
Sugarcane,140699.09,888055.91,23.8,2030.26,4.21
Potato,191967.65,1233872.35,33,1866.22,6.05
Maize,204165.27,433934.73,29.65,325.92,6.03
Cotton,198442.89,826757.11,34.89,980.28,7.85
Wheat,198870.62,458849.38,33.87,2214.51,6.93
Maize,177795.56,396044.44,26.68,1487.01,7.76
Wheat,281602.79,717997.21,38.48,529.29,11.78
Rice,257110.95,740809.05,31.72,907.5,9.82
Sugarcane,85084.55,869015.45,17.62,923.45,3.86
Rice,122278.12,531341.88,29.32,2220.99,6.64
Sugarcane,89598.58,674556.42,17.65,1517.48,3.14
Potato,195156.6,1367723.4,27.65,1638.31,6.47
Maize,290766.65,540473.35,34.12,1107.54,8.69
Wheat,22313.19,69876.81,34.75,432.68,1.26
Potato,53842.28,443317.72,30.22,465.55,2.08
Wheat,17852.17,26037.83,33.93,1224.84,0.58
Maize,133914.6,394565.4,25.22,690.49,4.85
Cotton,189700.93,1074199.07,27.42,529.38,9.32
Rice,163619.84,394520.16,36.63,876.94,5.67
Rice,193902.82,488537.18,25.81,1932.5,7.06
Wheat,201846.91,354653.09,21.83,460.64,7.28
Wheat,35432.37,90777.63,34.32,1286.1,1.53
Wheat,71852.54,109167.46,13.41,2117.39,2.51
Maize,302766.94,718013.06,38.83,889.43,11.02
Cotton,174557.3,380392.7,21.52,964.12,5.78
Rice,118261.24,420958.76,29.63,2245.26,5.31
Potato,214112.14,1993647.86,31.19,1730.01,9.14
Sugarcane,31214.56,216690.44,15.84,2054.97,1.02
Maize,236245.36,773194.64,35.04,936.25,10.17
Rice,260628.54,521911.46,28.02,2492.91,8.21
Cotton,54913.14,329536.86,21.18,609.97,2.17
Maize,32322.71,82337.29,35.82,2416.26,1.25
Potato,11001.51,120518.49,29.5,2284.62,0.53
Rice,84336.9,327063.1,34,1514.17,3.88
Maize,65759.51,287040.49,39.78,1587.65,4.24
Rice,60340.51,175719.49,15.65,2005.11,2.53
Rice,111402.96,334317.04,32.99,974.92,3.8
Cotton,207035.7,917164.3,33.21,1460.43,6.96
Sugarcane,54309.71,383610.29,36.49,2285.23,1.8
Cotton,74289.05,351960.95,23.43,450.15,2.81
Rice,235622.61,404797.39,36.35,2292.16,6.96
Maize,201973.22,580126.78,29.92,1903.31,8.6
Potato,358819.18,2428060.82,13.93,1993.66,11.21
Cotton,214237.73,748812.27,12.88,442.38,6.37
Sugarcane,62834.04,374455.96,25.48,713.06,1.8
Rice,201089.25,529530.75,34,2335.58,7.3
Potato,334621.85,2617138.15,22.76,572.91,11.95
Cotton,334331.18,1246918.82,35.85,1688.6,10.66
Cotton,268878.94,1024721.06,25.78,2021.92,9.47
Cotton,186904.16,915845.84,12.74,808.82,8.95
Cotton,237222.3,1037127.7,39.26,1837.34,9.19
Potato,32627.5,309492.5,25.71,444.27,1.54
Maize,202520.65,410559.35,30.2,1397.29,6.48
Sugarcane,216696.6,1833673.4,17.58,1035.75,8.43
Sugarcane,39844.68,285760.32,20.33,1720.63,1.34
Rice,336659.34,793920.66,25.56,2255.81,11.02
Wheat,55125.36,106574.64,35.97,576.08,1.97
Maize,42390.63,96749.37,14.85,1290.68,1.51
Rice,56103.76,131996.24,33.85,1231.03,1.92
Rice,134522.83,360257.17,28.22,1012.35,5.37
Cotton,155571.92,440628.08,25.99,1356.37,6.75
Wheat,52463.37,72906.63,36.54,2237.6,1.59
Wheat,301519.9,519370.1,15.31,2442.06,9.54
Maize,90184.11,144535.89,39.74,306.25,2.8
Wheat,134529.64,383120.36,35.93,1925.87,6.95
Rice,208496.07,391443.93,21.12,1653.18,6.15
Wheat,327744.96,522755.04,24.64,2487.93,10.91
Wheat,320490.89,538199.11,12.7,497.85,10.77
Sugarcane,85686.86,708498.14,26.77,2084.96,3.24
Rice,152625.91,436754.09,27.34,2354.64,6.69
Potato,288194.2,2584245.8,37.94,2306.65,11.83
Wheat,132123.88,191486.12,22.86,1533.26,4.32
Wheat,26227.73,91372.27,27.98,1020.62,1.35
Cotton,281760.27,955739.73,32.74,1707.79,8.76
Wheat,156054.79,369995.21,29.04,973.36,6.29
Wheat,379801.09,637858.91,16.37,1206.99,11.31
Sugarcane,199075.42,1548474.58,16.81,1280.59,7.11
Rice,163663.13,521196.87,15.87,964.29,6.38
Maize,296550.14,887309.86,18.1,1052.02,11.02
Rice,152056.96,264403.04,21.19,316.09,4.87
Cotton,216410.14,669639.86,32.71,953.57,7.37
Rice,234124.95,719355.05,13.71,1339.07,10.23
Wheat,251049.01,438170.99,34.97,680.62,7.37
Cotton,101242.75,433907.25,19.35,2072.29,3.92
Rice,193473.41,436826.59,29.18,1482.8,6.92
Cotton,122353.23,482096.77,27.48,2046.54,5.47
Maize,352517.31,831702.69,16.31,581.83,11.82
Rice,26600.44,85379.56,20.04,2105.12,1.09
Potato,256503.2,1900736.8,20.29,2408.18,9.33
Wheat,17930.75,39399.25,29.47,1075.4,0.78
Cotton,214928.79,402171.21,34.08,924.7,7.45
Potato,143190.21,1194329.79,39.9,1723.03,5.46
Potato,284174.99,2350305.01,14.69,1699.01,10.97
Sugarcane,117266.11,1522203.89,38.28,547.43,6.7
Cotton,279711.16,702588.84,27.72,2338.87,10.01
Potato,228415.41,1715344.59,21.99,1353.92,8.23
Sugarcane,185697.78,1202192.22,19.97,1981.72,5.64
Potato,117769.76,925510.24,17.85,1090.5,4.38
Wheat,60429.7,76910.3,27.6,875.38,1.85
Maize,17926.91,53713.09,38.49,544.8,0.66
Sugarcane,13504.28,112425.72,17.1,903.94,0.52
Maize,65236.73,206923.27,24.21,2485.55,3.1
Cotton,191554.52,603745.48,17.71,1747.51,6.95
Wheat,270624.11,732755.89,16.92,2066.12,11.72
Sugarcane,211483.3,1902026.7,36.27,2408.72,8.61
Cotton,36814.48,140285.52,19.33,473.78,1.31
Potato,212437.43,1635322.57,18.94,662.33,7.92
Rice,185326.27,433533.73,37.47,2341.52,6.08
Cotton,212284.3,462015.7,22.81,1542.02,7.82
Maize,203775.25,489764.75,12.24,1696.67,7.67
Wheat,51241.93,107728.07,32.19,1240.8,2.16
Wheat,357668.43,626811.57,26.48,2091.74,11.07
Cotton,192155.58,861644.42,33.68,1437.94,6.88
Potato,174380.08,1908339.92,27.97,2117.48,8.56
Rice,124790.36,373509.64,21.84,2482.81,4.95
Maize,58112.19,142227.81,13.86,1722.8,1.91
Cotton,266428.93,1076121.07,36.25,1463.39,8.45
Cotton,250193.94,980156.06,17.8,1103.35,11.34
Wheat,224124.67,314525.33,39.2,728.33,7.18
Maize,93270.95,182489.05,18.88,1744.65,2.78
Rice,147240.1,631779.9,35.16,437.8,7.67
Wheat,171946.53,259183.47,34.08,2403.83,5.43
Cotton,106641.8,642458.2,24.96,1724.62,5.09
Wheat,308167.33,349552.67,23.25,2410.6,11.01
Wheat,281581.78,472948.22,31.69,899,8.98
Sugarcane,118374.06,1449975.94,26.8,2382.33,6.35
Wheat,178338.59,285551.41,29.69,1646.68,5.3
Potato,83927.77,758232.23,25.17,2082.58,3.29
Wheat,94677.17,281852.83,27.6,693.63,4.45
Potato,171731.09,1435068.91,17.3,1400.24,6.72
Maize,37765.23,76174.77,13.55,1551.71,1.06
Wheat,134216.44,190863.56,21.97,1164.28,4.61
Rice,155286.07,424633.93,25.04,857.11,6.18
Potato,202126.1,1594153.9,37.37,2290.5,7.5
Potato,220118.9,1907121.1,23.59,487.13,9.05
Cotton,21836.07,81013.93,24.15,638.77,0.66
Maize,86661.17,307898.83,30.9,1005.12,3.89
Wheat,95538.32,165911.68,17.79,2323.49,3.5
Rice,152056.85,513663.15,36.41,1541.26,6.49
Cotton,178851.56,675298.44,23.97,1120.98,5.86
Maize,44533.53,92986.47,38.06,1185.89,1.42
Potato,267782.27,1940337.73,19.6,2143.11,9.26
Rice,320931.48,443348.52,25.04,358.92,8.4
Wheat,243439.96,696100.04,33.79,324.95,9.94
Sugarcane,57470.52,376319.48,27.57,401.39,1.78
Sugarcane,165997.98,1378657.02,30.51,1332.25,6.32
Maize,187041.79,575258.21,19.86,1578.75,7.44
Rice,27878.82,76621.18,21.2,1673.83,1.06
Cotton,310923.87,1991926.13,26.21,1908.5,11.53
Rice,308194.57,544085.43,17.67,717.39,9.64
Potato,103565.62,672714.38,15.54,877.03,3.3
Sugarcane,234590.3,1656039.7,35.63,835.72,7.73
Maize,58108.77,159871.23,33.7,628.18,2.15
Wheat,228048.11,621401.89,38.1,837.67,10.54
Rice,33433.64,137726.36,28.42,1650.04,1.63
Sugarcane,310049.89,2391250.11,23.77,1106.11,10.9
Cotton,292576.39,494473.61,14.88,1989.41,10.02
Maize,162135.16,308384.84,35.81,1480.12,6
Wheat,258987.55,326282.45,24.78,766.49,8
Rice,81629.42,241990.58,27.71,1328.24,3.33
Cotton,159632.04,338117.96,20.78,1605.41,4.92
Wheat,84342.2,196427.8,26.67,2205.63,3
Potato,153606.37,1428113.63,33.89,2134.18,6.57
Sugarcane,136951.6,891593.4,31.94,1238.26,4.16
Potato,145759.43,940960.57,39.69,1724.89,4.54
Sugarcane,178536.42,1189998.58,25.88,955.17,5.59
Cotton,297756.36,851743.64,26.83,1692.61,10.53
Potato,153559.29,1479760.71,13.48,2308.14,6.81
Sugarcane,201892.31,2214087.69,22.9,1673.99,9.78
Maize,271645.7,741394.3,37.82,968.3,10.26
Cotton,87597.34,427752.66,21.81,1716.76,3.32
Sugarcane,261356.71,2043708.29,33.45,2286.06,9.44
Rice,147294.32,558905.68,39.37,601.5,7.96
Sugarcane,213100.13,1333444.87,15.55,1361.38,6.34
Potato,43434.69,325685.31,21.35,1006.31,1.52
Maize,204329.92,390210.08,25.28,831.23,7.08
Wheat,72303.88,104936.12,18.65,1171.66,2.29
Wheat,283625.97,424494.03,12.35,1166.73,9.89
Sugarcane,284480.92,2452799.08,25.12,762.95,11.25
Wheat,176517.48,357302.52,27.03,1187.98,6
Sugarcane,139809.44,1225470.56,29.51,1694.21,5.57
Maize,166096.51,464623.49,35.16,356.61,6.12
Wheat,31045.6,65764.4,19.09,2476.3,1.27
Potato,105200.88,689679.12,13.71,951.08,3.23
Potato,372773.13,2391906.87,14.52,1672.02,11.32
Rice,108790.54,295349.46,25.93,923.81,4.47
Sugarcane,196829.77,1604900.23,37.82,1165.78,7.3
Wheat,231606.34,340433.66,39.5,1508.32,7.97
Potato,281752.45,2345887.55,17.74,1646.08,10.59
Maize,57548.75,289131.25,16.26,1995.01,3.24
Maize,246160.67,787399.33,21.9,2041.7,10.74
Rice,149871.36,339628.64,24.99,1441.15,5
Maize,361390.9,574609.1,34.63,466.6,11.1
Maize,131265.36,460754.64,33.69,1527.12,5.23
Wheat,55170.25,55499.75,37.83,1350.68,1.7
Sugarcane,36762.57,230112.43,36.03,773.85,1.1
Cotton,345109.46,1015590.54,24.29,322.36,11.62
Maize,45694.39,139705.61,12.53,995.13,1.9
Maize,169272.07,313847.93,18.62,870.87,6.72
Cotton,212569.74,532130.26,29.08,1362.4,6.56
Maize,157472.88,315387.12,26.04,1975.52,5.12
Wheat,173648.39,347991.61,18.72,1265.89,5.31
Wheat,144473.32,310386.68,15.68,2393.45,5.97
Cotton,48009.49,166490.51,18.05,786.89,1.64
Potato,216005.13,2162154.87,19.27,786.09,9.6
Maize,107499.43,335840.57,36.28,1629.79,4.84
Potato,73346.79,691893.21,31.89,2271.78,3.31
Maize,103782.23,302117.77,27.47,1778.09,4.16
Sugarcane,242516.38,1580948.62,12.59,1782.09,7.54
Maize,325483.64,559036.36,34.99,2073.83,9.41
Wheat,71728.97,130501.03,27.47,1771.09,2.26
Rice,167892.59,521367.41,29.57,1970.56,7.31
Rice,175926.48,322373.52,13.84,2205.48,5.36
Rice,279119.68,869280.32,34.82,317.4,10.41
Rice,335890.42,780169.58,35.3,2248.37,11.42
Potato,228254,1740106,36.73,773.58,8.3
Potato,188195.84,1565964.16,26.79,2306.63,7.28
Maize,279216.16,741383.84,23.03,885.6,9.47
Potato,184075.1,1279564.9,14.05,1301.53,6.2
Maize,30286.54,75553.46,17.43,2354.54,1.14
Sugarcane,255412.73,1811337.27,18.32,541.44,8.56
Maize,156716.11,591543.89,13.76,1939.62,7.17
Rice,56745.99,144994.01,16.32,1163.39,2.24
Cotton,77025.48,351424.52,36.83,353.02,2.95
Cotton,107374.06,467375.94,27.27,2366.09,3.15
Wheat,319469.09,406920.91,33.41,559.22,8.92
Wheat,145196.98,461703.02,19.7,2003.11,6.46
Maize,31375.32,77164.68,15.77,1145.39,1.05
Cotton,277172.89,1228177.11,22.45,2083.28,10.14
Rice,235410.95,352429.05,34.2,1950.63,7.92
Potato,235139.25,1778220.75,20.33,1693.08,8.93
Rice,267732.67,1009147.33,17.73,2366.29,11.28
Rice,112399.52,247960.48,12.63,517.63,3.49
Maize,166196.7,537243.3,29.47,2056.87,7.28
Maize,211753.8,614806.2,24.2,1775.73,9.24
Sugarcane,169858.27,1393626.73,19.25,992.39,6.4
Rice,150973.3,439066.7,26.55,1501.14,6.09
Rice,305400.05,746419.95,31.62,1718.18,11.18
Maize,78336.8,241523.2,18.93,1919.8,3.3
Maize,177461.31,621918.69,29.05,711.53,8.01
Sugarcane,345643.12,2491526.88,19.28,524.65,11.66
Sugarcane,63501.79,683048.21,39.63,524.52,3.03
Wheat,166784.97,305085.03,32.51,946.51,5.82
Cotton,347916.29,1230583.71,28.87,639.18,11.72
Rice,28226.7,64393.3,16.83,1478.41,0.91
Rice,206852.01,468767.99,28.42,1261.49,7.74
Sugarcane,109784.97,1146155.03,34.41,2264.75,5.15
Sugarcane,318070.04,1939184.96,32.64,1878.29,9.37
Wheat,114958.44,236791.56,33.78,752.79,4.22
Cotton,125442.04,528507.96,20.9,400.6,4.79
Wheat,180768.96,321341.04,21.19,1860.14,6.43
Cotton,92819.87,498980.13,27.09,2160.82,4.48
Potato,104381.35,741738.65,19.8,1842.19,3.49
Rice,87419.66,332560.34,15.16,1716.35,4.59
Wheat,307071.01,594668.99,24.91,848.49,10.94
Sugarcane,118724.6,977230.4,12.05,1388.13,4.44
Wheat,248658.81,401711.19,33.3,1894.92,10.84
Potato,56940.52,625019.48,32.99,725.42,2.86
Wheat,228256.18,357013.82,27.45,1348.4,8.23
Rice,278469.41,729570.59,32.93,557.46,9.07
Potato,55085.77,376314.23,29.49,1467.58,1.78
Sugarcane,167711.51,1497098.49,31.53,1561.78,6.76
Sugarcane,18737.81,141352.19,13.81,1477.85,0.65
Maize,298943.57,918936.43,36.68,1332.82,11.17
Potato,191887.93,1388032.07,30.03,1592.4,6.53
Maize,22481.67,56538.33,29.1,2492.96,0.92
Maize,207836.78,607563.22,22.84,1669.58,8.36
Rice,349566.89,659133.11,12.79,1955.65,10.69
Wheat,281707.03,471142.97,37.24,722.67,8.98
Sugarcane,49935.4,449969.6,39.6,1466.05,2.04
Sugarcane,135946.09,1497783.91,34.62,316.51,6.71
Wheat,213514.48,478645.52,37.62,369.21,8.93
Sugarcane,216660.29,2133169.71,15.39,1009.46,9.71
Wheat,20893.49,30766.51,15.6,1326.52,0.68
Potato,103368.76,795191.24,36.63,1566.4,3.76
Rice,271209.21,634310.79,13.61,2253.61,10.67
Rice,88081.61,237958.39,14.61,1997.86,3.47
Rice,143901.59,568018.41,34.87,959.95,5.93
Wheat,190883,534877,27.6,1935.67,8.51
Wheat,364698.62,416291.38,22.97,1508.66,11.83
Cotton,176169.24,504180.76,27.5,2014.2,5.4
Sugarcane,206583.97,1323056.03,36.6,1204.31,6.29
Sugarcane,222365.43,1483324.57,33.2,502.17,6.92
Cotton,86556.29,280293.71,31.37,1660.67,3.19
Cotton,132931.28,454468.72,39.35,1525.48,4.74
Rice,170205.58,432814.42,26.6,2397.93,5.5
Cotton,21144.49,84455.51,12.18,656.69,0.72
Wheat,19124.36,26865.64,24.01,1743.49,0.59
Maize,85893.63,203186.37,14.7,1342.96,3.08
Wheat,188487.28,272882.72,15.26,1133.63,6.39
Cotton,315112.86,1752337.14,19.14,2048.05,11.49
Sugarcane,296264.6,2544125.4,22.68,2083.43,11.68
Wheat,180010.45,487579.55,25.48,1872.12,7.94
Sugarcane,325765.14,2137254.86,16.75,483.92,10.01
Wheat,284412.01,768317.99,20.73,1059.24,10.86
Sugarcane,312342.22,2171327.78,19.74,402.85,10.15
Potato,159602.33,1417917.67,22.23,1056.1,6.75
Wheat,218464.33,499735.67,15.02,1725.42,8.6
Sugarcane,19753.81,111706.19,23.13,1441.15,0.54
Maize,199371,493089,27.52,1846.46,7.95
Rice,137006.3,318393.7,14.71,1513.22,5.4
Wheat,200736.2,363113.8,26.58,1522.79,7.91
Maize,255429.71,521810.29,33.17,1424.12,8.49
Rice,47142.79,95197.21,12.23,1101.52,1.63
Wheat,280994.46,500205.54,13.33,1282.44,10.56
Maize,69313.78,181966.22,25.06,547.36,2.52
Maize,18472.24,41107.76,36.44,2135.92,0.62
Potato,148933.84,1183426.16,39.94,2256.27,5.44
Maize,39166.38,114193.62,14.62,1985.8,1.53
Potato,363325.79,2406274.21,12.51,1583.89,11.49
Cotton,92415.42,392684.58,18.41,1552.19,3.76
Sugarcane,73353.28,678656.72,25.09,1334.71,3.07
Rice,101292.79,218147.21,28.01,808.96,3.51
Sugarcane,73702.7,840357.3,39.26,1144.37,3.76
Sugarcane,39149.24,261570.76,36.88,2477.79,1.22
Potato,161595.01,1478684.99,27.74,620.77,6.71
Sugarcane,18734.5,155670.5,22.13,1493.9,0.71
Maize,261191.28,573108.72,21,2206.36,9.09
Potato,198141.62,2054858.38,28.03,1296.6,9.33
Sugarcane,154535.76,1103014.24,32.2,1632.34,5.1
Potato,379792.62,2332807.38,25.49,2121.14,11.66
Cotton,258992.88,1004357.12,20.52,1504.63,9.49
Potato,48953.43,425766.57,29.17,1909.23,1.92
Wheat,332537,623593,27.62,1064,11.77
Maize,308683.98,718936.02,23.97,1912.65,10.22
Rice,283044.22,728295.78,32.95,390.25,8.6
Wheat,165541.26,576388.74,19.9,636.38,8.01
Wheat,218828.18,278871.82,25.58,1702.05,7.45
Wheat,322179.94,767510.06,38.33,1287.7,11.89
Sugarcane,176495.82,1297564.18,32.24,2122.37,6
Potato,54912.84,539207.16,22.86,1052.34,2.41
Potato,104992.6,767767.4,27.29,1987.86,3.89
Sugarcane,129104.79,1055365.21,23.35,606.05,4.81
Maize,115890.01,284429.99,15.15,2346.32,4.14
Sugarcane,25257.61,183622.39,21.38,1220.57,0.85
Sugarcane,44082.09,284042.91,36.09,807.98,1.35
Sugarcane,14003.28,123476.72,24.91,2036.13,0.56
Maize,258994.67,567205.33,28.37,2385.35,8.31
Maize,256743.79,619496.21,17.08,2319.78,8.14
Cotton,36140.13,157459.87,21.97,823.47,1.28
Cotton,104572.59,529577.41,38.02,1778.42,4.12
Cotton,106341.61,410108.39,20.8,1503.09,3.75
Cotton,150080.55,429069.45,19.02,1895.23,5.72
Potato,115776.12,1016063.88,13.57,1371.25,4.63
Wheat,309953.2,488046.8,14.72,1333.48,9.94
Wheat,371094.46,633545.54,28.37,2241.96,10.65
Cotton,87929.01,250870.99,30.48,2216.76,2.87
Cotton,46073.41,244876.59,29.96,2032.71,1.89
Rice,296811.62,689008.38,27.12,1850.77,10.15
Wheat,143176.96,444823.04,25.75,1792.41,6.27
Rice,161734.93,228765.07,14.02,423.6,4.23
Rice,29168.3,80831.7,35.54,1948.98,1.09
Sugarcane,205951.97,1622028.03,26.37,1703.83,7.47
Potato,76014.98,638345.02,15.69,965.31,2.89
Maize,24765.6,66134.4,15.8,2104.22,0.93
Wheat,142039.69,199630.31,26.36,2131.38,5.62
Cotton,185046.69,632253.31,18.85,2350.82,7.37
Cotton,71302.88,110747.12,37.82,1220.39,2.47
Maize,219693.8,576806.2,25.97,1512.75,7.99
Wheat,90414.7,45875.3,39.4,2293.1,2.67
Cotton,14148.3,99151.7,32.56,996.96,0.74
Cotton,73520.28,212479.72,34.7,2052.61,2.21
Sugarcane,189823.13,1601931.87,22.89,2482.33,7.25
Rice,266916.36,426523.64,15.75,1734.26,7.81
Cotton,278321.08,1016928.92,31.31,2464.15,10.45
Potato,27483.45,266396.55,23.4,1434.79,1.22
Wheat,310515.59,473414.41,38.57,636.72,11.46
Potato,204683.08,1353036.92,17.42,686.31,6.5
Maize,84511.67,197368.33,29.54,1909.02,3.32
Sugarcane,135612.61,1020612.39,36.25,302,4.7
Wheat,32811.76,66518.24,23.28,1756.15,1.14
Sugarcane,34494.83,402270.17,38.7,632.8,1.77
Rice,342934.01,589425.99,14.15,2465.61,10.65
Cotton,55697.46,223152.54,28.43,658.88,1.72
Wheat,32612.1,40257.9,33.77,1515.42,1.14
Maize,230779.65,376360.35,17.65,1772.78,7.38
Rice,134082.6,366197.4,13.62,2102.89,4.9
Rice,139534.16,297165.84,14.24,1310.38,5.17
Sugarcane,37650.36,426764.64,20.94,2354.36,1.88
Rice,25966.25,83373.75,18.25,1356.54,1.01
Wheat,268751.05,812958.95,18.27,854.53,10.46
Sugarcane,114449.14,1101905.86,24.84,1604.68,4.98
Rice,48156.44,137083.56,14.38,1747.61,1.77
Maize,77515.06,187084.94,39.87,1416.26,2.8
Potato,44642.17,357597.83,31.48,1913,1.68
Wheat,143740.75,427039.25,12.85,1225.5,6
Maize,312787.31,573712.69,31.37,309.54,9.74
Maize,129840.44,343379.56,34.17,881.99,5.03
Sugarcane,207156.94,1669683.06,17.34,2380.99,7.63
Cotton,215138.68,1142261.32,35.53,1979.09,8.27
Sugarcane,300416.6,1818658.4,29.13,716.97,8.69
Wheat,150396.75,526223.25,34.98,446.64,7.46
Wheat,209847.54,388652.46,32.07,1071.75,6.87
Sugarcane,145080.28,1325689.72,31.73,2139.86,6
Cotton,176117.24,581232.76,16.43,533.15,5.95
Sugarcane,103679.38,967810.62,20.84,1495.38,4.33
Wheat,140424.95,453035.05,26.65,905,6.3
Cotton,148761.74,521688.26,15.15,1897.76,6.01
Wheat,94289.14,178500.86,25.4,300.9,4.17
Cotton,100812.57,446987.43,24.47,909.78,3.96
Cotton,167019.55,426430.45,18.49,1794.35,5.63
Sugarcane,240866.62,2133673.38,17.59,1502.85,9.74
Sugarcane,64144.76,749815.24,18.93,2013.5,3.35
Sugarcane,306069.09,2215365.91,28.94,646.89,10.22
Cotton,259529.96,773370.04,23.62,1468.15,8.83
Cotton,79821.73,366778.27,23.59,730.69,3.51
Wheat,17431.47,40108.53,17.09,1706.28,0.66
Maize,36849.65,106790.35,34.05,588.95,1.38
Sugarcane,340939.43,2259840.57,31.61,627.13,10.65
Potato,291159.15,2103080.85,24.01,1022.05,9.78
Wheat,148516.75,291013.25,15.98,1184.19,4.87
Wheat,37058.9,46521.1,32.01,1396.83,1.21
Rice,233434.27,853805.73,37.17,1577.56,9.83
Sugarcane,117970.77,728644.23,16.99,1331.39,3.44
Wheat,313656.96,465863.04,28.87,400.41,11.46
Rice,218194.55,444885.45,23.88,1055.61,6.51
Potato,188756.22,1844043.78,14.45,435.04,8.72
Potato,162309.4,1211570.6,32.32,559.78,5.81
Sugarcane,23308.7,177136.3,13.99,504.21,0.82
Cotton,33846.59,166353.41,31.66,647.81,1.23
Rice,289781.6,902398.4,19.87,2088.43,11.72
Cotton,124764.18,650185.82,27.84,1680.66,5.24
Potato,81735.1,535544.9,16.49,1414.92,2.61
Potato,255992.97,1841367.03,22.39,1910.97,8.78
Maize,344210.07,512049.93,14.91,2414.69,10.65
Maize,75115.49,274264.51,25.08,1218.89,3.57
Maize,199441.48,480238.52,17.97,1108.31,7.07
Maize,124297.98,213202.02,17.26,2451.1,3.32
Wheat,313156.06,560653.94,15,1996.93,9.96
Maize,54249.67,58250.33,33.43,2009.64,1.5
Wheat,123323.21,223596.79,29.91,1619.87,4.78
Wheat,138199.37,362650.63,16.39,1415.42,4.87
Sugarcane,169804.94,1747670.06,25.23,1511.3,7.82
Wheat,52488.14,190481.86,30.5,1734.59,2.55
Wheat,165111.09,311168.91,36.59,1129.05,5.96
Maize,185221.3,435238.7,13.67,2021.05,6.85
Wheat,284989.2,448120.8,22.15,2300.29,10.75
Cotton,186614.9,750585.1,29.25,1556.82,6.56
Maize,48260.92,131919.08,12.44,1139.25,2.02
Rice,52296.11,127003.89,18.82,1830.3,1.67
Maize,272010.74,887189.26,32.86,700.76,11.13
Wheat,272923.21,553846.79,21.96,2430.86,11.77
Cotton,63276.87,215573.13,14.37,1747.57,2.42
Maize,306329.21,549390.79,29.54,448.65,9.14
Cotton,94257.01,328142.99,19,1465.45,3.38
Rice,215533.31,772046.69,31.65,1950.75,10.08
